listing_id,host_id,superhost,response_time,response_rate,number_of_reviews,review_scores_rating,host_about,host_verifications
2605015,9166968,f,within an hour,100%,87,93,"I'm a lifelong New Yorker and have been happily living in my Brooklyn home since 2011. I love getting together with friends for dinner, hosting my book club, going to movies at Cobble Hill Cinemas, getting my butt kicked at Brooklyn Bridge Boot Camp and shopping in Manhattan and Brooklyn. I have way too much celebrity knowledge wedged in my brain and I'm a very mediocre cook. But somehow I've survived! I also love meeting all of the wonderful guests that have booked my home from California and England to Boston and Germany. Every day I feel tremendously grateful for the lovely life I've been lucky enough to have.  ","['email', 'phone', 'reviews', 'kba']"
11270175,916410,t,within a day,100%,13,97,"I'm an artist living in Brooklyn and I love to travel to far and distant places to explore, see exhibits and check out the local vibe. I really like trying new foods and am always interested in meeting new people with different backgrounds. I love a good story for sure! I've been all over western and eastern Europe, England (and not just London) Ireland, Mexico, Canada (it's not like the U.S. at all) Bangladesh, India, UAE , and also every state in the U.S. except Alaska. By far, my favorite has been Bangladesh.I'm like all the regulars: film, reading (lately its just been the papers though) but the last book I read was Gravity's Rainbow by Thomas Pynchon. Tv off of my ipad, theater, art exhibits, coffee bars, cocktails, well designed objects, furniture, architecture, etc. At least, I'm hoping these are the regulars. I've been doing instagram lately, check it out. @mister_mcginnis. I'm really laid back and flexible. If I'm in your city, don't expect me to be at your place during the day, most likely I'll be out and about exploring. I travel light, just a small bag. I'm a morning person so usually hit the hay early as I tend to wake up early. Always looking to make new connections and friends. ","['email', 'phone', 'facebook', 'reviews', 'kba']"
1922863,915973,f,within a few hours,100%,25,99,"I recently bought a place in Williamsburg, Brooklyn though I have lived in NYC for over 20 years.  I am from a small town in PA but have always loved NYC.  I work in Manhattan in the pharmaceutical field and teach part-time.","['email', 'phone', 'reviews', 'kba']"
189787,915640,f,within a day,100%,62,92,"I love traveling, I love sports, and I love music.  I live in Brooklyn, but I'm on the go a lot, so renting out my apartment when I'm out of town works perfectly for me.  I'm always game to meet new people as well, so this site attracted me.  ","['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']"
16141132,9148925,f,within a day,75%,0,,"Hi!  We absolutely love our new apartment and are so excited to live in this amazing neighborhood called Dumbo! We bike everywhere in the city, riding our bicycles in the morning when the sun rises is the best part of our day. :)We have lived in lots of places in NYC, from the West Village to SoHo to Harlem! But nothing compares to DUMBO it's really our happy place :) I hope you'll enjoy it!!","['email', 'phone', 'reviews', 'kba']"
17633820,9132087,f,within an hour,100%,3,100,Friendly professional who loves to travel and provide fellow travelers with economical comforts :),"['email', 'phone', 'reviews', 'kba', 'work_email']"
6108703,9130983,f,within an hour,100%,14,92,Love Travelling & Crazy with Food ,"['email', 'phone', 'reviews', 'jumio', 'work_email']"
2148025,9130465,t,within an hour,100%,137,97,"Christian and I are artists and community activists and our lives are made full by AirBnB. We love meeting families and friends from around the world and sharing our piece of NYC with them.  We completely renovated the house in 2012 and it's a joy to share it--we know we've been good hosts when guests call the apartment ""home."" Chris is a traditional photographer who especially likes pinhole photography and runs a darkroom. I renovate, paint, and garden. We just discovered surfing and pottery. What fun. Can't wait to meet you and hear about your part of the world! ","['email', 'phone', 'reviews', 'kba']"
189181,912541,f,within an hour,100%,1,94,We're all professional couples from New York who have been staying in Puerto Morales to celebrate my mother's 75th birthday.,"['email', 'phone', 'facebook', 'reviews', 'kba']"
7265079,912400,f,within an hour,100%,40,95,"People friendly, informative. Loves everything on earth n in heaven. Hobbies include bird watching, gardening, learning Spanish n among other things. Oh, love food n more food! Work hard by day n love to walk my dog Whiskey to relax. I totally love my guest to enjoy my room n feel right at home. Mi casa su casa! Life motto, very simple. Happy! n more happier!!","['email', 'phone', 'reviews', 'jumio']"
1730937,9119678,f,within a day,60%,14,94,"36 yr old professional male. Likes include tennis, sports, concerts and travel.  ","['email', 'phone', 'reviews', 'manual_offline', 'jumio']"
1747405,9117590,t,within an hour,100%,126,97,"hi! My name is Sammy and I'm passionate about service. My apartment is your apartment. I love that I can offer visitors to NYC a happy, harmonious stay that hopefully inspires them to love the city as much as I do! I am a passionate vintage and thrift store shopper, so please ask me for shopping advice in NYC! All guests are welcomed as if family. Expect a big smile, perks and advice on utilizing the neighborhood and the Big Apple to your advantage. I look forward to hosting and meeting you! My life motto is Carpe Diem: May it inspire you to book with me. ","['email', 'phone', 'reviews', 'kba', 'work_email']"
1728625,9109049,f,N/A,N/A,17,100,"Hey there! We (Todd and Sara) live in the hip and artistic area of Williamsburg, Brooklyn. We are serious about work (Todd is an tech entrepreneur and Sara is an editor) but we love to travel when we can. We love meeting new people and look forward sharing our space. Welcome!","['email', 'phone', 'reviews', 'kba']"
5122899,9059339,f,within a few hours,100%,65,93,"Hi,I am a middle age woman living in NYC. I own a smallclothing that is separate from my apartment. I am friendly,easy going and clean. ","['email', 'phone', 'facebook', 'reviews']"
12833275,905908,f,within a few hours,94%,1,80,"Hi Everyone, welcome to my place! ","['email', 'phone', 'facebook', 'reviews']"
204833,903686,f,within a day,100%,8,98,"A graphic designing, art directing, jewelry making, Etsy shop owning, Murakami reading, Wu Tang listening, sweater knitting, stroopwafel eating, Mad Men watching, Taylor ham loving, vintage bike riding, wanderlusting girl from around the way.","['email', 'phone', 'facebook', 'reviews', 'kba']"
5061165,9018446,f,within an hour,100%,148,88,"I am a personal trainer who loves to experience new things.  My girlfriend Vicky and I host in our Washington Heights, NY apartment.","['email', 'phone', 'reviews', 'kba']"
2383660,9016350,f,within a few hours,100%,14,95,"Hey Airbnb,My name is Benny, and I am passionate about meeting new people. I love to travel, try new foods, meet new people, learn new ideas and have a good time. For me, life is all about the experiences. Airbnb definitley helps me broaden all of these experiences and meet new people.  So enjoy my beautiful place, and I'll be sure to enjoy yours when I travel to your city!Happy travels,Benny","['email', 'phone', 'reviews', 'jumio']"
1708541,9014917,f,within a few hours,100%,1,93,"Nili S. lives in Manhattan, NYC. Doctoral candidate, Clinical Psychology. ","['email', 'phone', 'reviews', 'kba']"
8668115,8996336,f,within a few hours,100%,10,92,"Greetings:  I am a resident of New York City, I'm originally from Central Florida, was born in Mexico City.  I studied art in undergrad and went to law school.  I love all kinds of movies, documentaries, and audiobooks.  I enjoy spending time with my friends and learning new languages.","['email', 'phone', 'reviews', 'jumio']"
5067417,8954264,t,within a few hours,100%,18,100,"Accessary Designer Specializing in men's hats.  Travel frequently. Owner of A Blue Burmese cat, named Ferris.   I have a truly lovely housekeeper in twice per week.  Love books. and gardening.    Long time resident of Harlem with lots of great neighbors.  I've enjoyed the few AiBNB visitors, forming unique relationships with each.  I'll do my best to make you feel at home in Harlem and NYC in general.""Life is a banquet, and most poor suckers are starving to death""","['email', 'phone', 'reviews', 'jumio']"
5386580,893048,f,within a few hours,100%,37,97,"Hi, I'm Amy, a Creative Producer living and working in New York City. I live with my photographer fiancé Ryan, my 12-year-old black cat named Dewey, and my wonderful animator/inventor/technology designer roommate Beau. We enjoy hosting guests from all over the world, and are happy to share our local knowledge to help you enjoy your stay in New York.","['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
